DESTINO;ORIGEN; CANTI ; FOBDOL ; FOBPES 
NLD;BOG;2300;644;2574041
NLD;BOG;220;11;43524
NLD;BOG;200;2;7998
NLD;BOG;5850;1053;4200996
NLD;BOG;758;4676;18360041
NLD;BOG;1;2;7981
NLD;BOG;200;50;191102
NLD;BOG;200;70;267543
NLD;BOG;111652;70954;281064847
NLD;BOG;5270;993;3952917
NLD;BOG;4640;1187;4697425
NLD;BOG;1170;117;462940
NLD;BOG;41953;22866;90276037
NLD;BOG;508;3362;13276965
NLD;BOG;100;1;4045
NLD;BOG;100;1;4045
NLD;BOG;15430;9954;39692329
NLD;BOG;22422;14945;59608350
NLD;BOG;11237;8692;34528597
NLD;BOG;19760;3985;15884390
NLD;BOG;1600;430;1659646
NLD;BOG;100;10;39485
NLD;BOG;7576;5005;19877235
NLD;BOG;40;4;15794
NLD;BOG;5;704;2809321
NLD;BOG;50;309;1222638
NLD;BOG;67;260;1038001
NLD;BOG;152;1672;6615702
NLD;BOG;200;1370;5420761
NLD;BOG;144;393;1555481
NLD;BOG;7;436;1741558
NLD;BOG;473;56021;221201791
NLD;BOG;38275;15130;60871167
NLD;BOG;44000;7878;30628629
NLD;BOG;17220;5850;23535778
NLD;BOG;2500;956;3769536
NLD;BOG;88450;14934;58729299
NLD;BOG;117450;20052;78826577
NLD;BOG;5700;1424;5729051
NLD;BOG;748;5420;21671924
NLD;BOG;34600;5873;23485248
NLD;BOG;188100;30053;120145727
NLD;BOG;7400;2129;8543645
NLD;BOG;613;98;392173
NLD;BOG;7042;1152;4629876
NLD;BOG;71070;12229;48534648
NLD;BOG;870;684;2730128
NLD;BOG;400;8;31865
NLD;BOG;400;4;15997
NLD;BOG;168;617244;2437212939
NLD;BOG;75000;22092;86598886
NLD;BOG;14050;2288;9126172
NLD;BOG;393900;59017;235302079
NLD;BOG;14580;1786;7186499
NLD;BOG;1850;640;2557767
NLD;BOG;221700;16706;66018536
NLD;BOG;425870;53882;214111422
NLD;BOG;86400;21600;86901336
NLD;BOG;1843;10931;42029578
NLD;BOG;2134;12960;49830544
NLD;BOG;6572;21951;84400577
NLD;BOG;29577;161717;623030993
NLD;BOG;100;32;127997
NLD;BOG;104650;6309;24810710
NLD;BOG;492790;66672;262666723
NLD;BOG;50770;15438;61511060
NLD;BOG;866319;160469;643007860
NLD;BOG;7240;1640;6535552
NLD;BOG;18;1;7169
NLD;BOG;138;13;54967
NLD;BOG;1000;280;1126498
NLD;BOG;0;2;8818
NLD;BOG;2;194;785419
NLD;BOG;5;497;2010676
NLD;BOG;140;1;5539
NLD;BOG;2670;434;1738437
NLD;BOG;60;0;2374
NLD;BOG;580;5;22949
NLD;BOG;6120;1162;4678188
NLD;BOG;5700;1786;7185453
NLD;BOG;1050;1895;7497144
NLD;BOG;522;1204;4814206
NLD;BOG;6979;17163;68626826
NLD;BOG;3121;8464;33845387
NLD;BOG;1000;35900;145223398
NLD;BOG;37000;14504;58355655
NLD;BOG;9840;1767;6843175
NLD;BOG;4320;993;3997461
NLD;BOG;45900;6438;25318014
NLD;BOG;15;125;499813
NLD;BOG;19050;3136;12392537
NLD;BOG;3360;1073;4284608
NLD;BOG;132;3168;12670194
NLD;BOG;35;560;2239680
NLD;BOG;132;2904;11614344
NLD;BOG;99;1485;5939153
NLD;BOG;198;4092;16365667
NLD;BOG;33;1155;4619341
NLD;BOG;30450;10530;42366412
NLD;BOG;111400;15271;60131600
NLD;BOG;807760;113457;447747555
NLD;BOG;13200;1278;5141662
NLD;BOG;23435;7610;30120174
NLD;BOG;25800;4484;17633733
NLD;BOG;97330;15995;62904529
NLD;BOG;14700;3675;14785296
NLD;BOG;3350;717;2878979
NLD;BOG;424030;80849;323203831
NLD;BOG;902310;174538;697079185
NLD;BOG;60;64;259143
NLD;BOG;1000;500;2001973
NLD;BOG;55200;18152;71841630
NLD;BOG;133460;22846;91201160
NLD;BOG;180;440;1759344
NLD;BOG;49059;42375;169117319
NLD;BOG;540;433;1713514
NLD;BOG;3626;16637;66516231
NLD;BOG;360;861;3409335
NLD;BOG;5900;2101;8030127
NLD;BOG;25960;4203;16767863
NLD;BOG;168050;29230;115149766
NLD;BOG;26320;8106;32613749
NLD;BOG;1500;195;779888
NLD;BOG;32950;5588;21976885
NLD;BOG;88620;14959;58831153
NLD;BOG;240;1017;3937806
NLD;BOG;80;341;1321558
NLD;BOG;340;1393;5395020
NLD;BOG;4158;23422;90677489
NLD;BOG;33380;5819;23243369
NLD;BOG;193060;34238;136551033
NLD;BOG;6700;1698;6777338
NLD;BOG;90;315;1259820
NLD;BOG;418;1836;7342953
NLD;BOG;6;22;87987
NLD;BOG;5821;30024;120078886
NLD;BOG;400;0;1599
NLD;BOG;32200;5925;23582530
NLD;BOG;282500;50804;202303119
NLD;BOG;5850;1422;5687189
NLD;BOG;4660;869;3483467
NLD;BOG;75250;10906;43677639
NLD;BOG;18020;2672;10752431
NLD;BOG;10345;7986;31941767
NLD;BOG;2594;13509;52302515
NLD;BOG;1115;6416;24841662
NLD;BOG;22120;3881;15470811
NLD;BOG;239120;42950;171002251
NLD;BOG;29070;21220;83788018
NLD;BOG;32718;9069;36086825
NLD;BOG;500;83;330887
NLD;BOG;674190;68772;274747572
NLD;BOG;56;350;1399478
NLD;BOG;128746;27877;110681156
NLD;BOG;4584;4634;18631299
NLD;BOG;20938;9698;38742782
NLD;BOG;10;97;389991
NLD;BOG;10;87;349992
NLD;BOG;266;5320;21279521
NLD;BOG;2;1274;4935014
NLD;BOG;9;2237;8661556
NLD;BOG;1;473;1831350
NLD;BOG;10;27371;105968671
NLD;BOG;4;1401;5424482
NLD;BOG;1;8267;32008529
NLD;BOG;1;110;425859
NLD;BOG;7;4580;17733486
NLD;BOG;3;35314;136717391
NLD;BOG;14;5919;22918596
NLD;BOG;1;116;450133
NLD;BOG;1;80;311342
NLD;BOG;2;150;580717
NLD;BOG;320;0;1999
NLD;BOG;0;50;199125
NLD;BOG;412;1;3943
NLD;BOG;187;100;395880
NLD;BOG;5150;1387;5486041
NLD;BOG;1600;217;866733
NLD;BOG;14450;1994;7942799
NLD;BOG;1640;446;1761364
NLD;BOG;12460;2990;11429458
NLD;BOG;570;735;2810353
NLD;BOG;30750;3075;12295418
NLD;BOG;413;697;2667676
NLD;BOG;20;47;181165
NLD;BOG;6000;840;3210522
NLD;BOG;48;20;77052
NLD;BOG;610;243;931815
NLD;BOG;2650;1125;4501358
NLD;BOG;5826;1536;6044201
NLD;BOG;355;1818;7272963
NLD;BOG;516850;122200;487110844
NLD;BOG;759910;176631;703768568
NLD;BOG;9289;3538;13810782
NLD;BOG;24800;3532;13829298
NLD;BOG;720;557;2200442
NLD;BOG;2720;789;3119019
NLD;BOG;525;10625;42388968
NLD;BOG;213850;11981;47100700
NLD;BOG;109645;10019;39395656
NLD;BOG;18384;4596;18381380
NLD;BOG;930;1209;4788672
NLD;BOG;310;523;2072485
NLD;BOG;273;507;2031350
NLD;BOG;700;2170;8678763
NLD;BOG;61776;9266;37060318
NLD;BOG;9339;34379;137480066
NLD;BOG;120600;4221;16672023
NLD;BOG;19000;1045;4134814
NLD;BOG;4000;688;2705621
NLD;BOG;640;211;830563
NLD;BOG;226660;39733;157542119
NLD;BOG;1813760;357770;1422426129
NLD;BOG;700;224;895979
NLD;BOG;4150;1209;4835891
NLD;BOG;3300;990;3909054
NLD;BOG;74762;4793;18773013
NLD;BOG;23480;17557;69324516
NLD;BOG;107036;72754;280169353
NLD;BOG;150440;13680;53942227
NLD;BOG;20;30;120825
NLD;BOG;9150;4272;16898186
NLD;BOG;2046;11222;43938955
NLD;BOG;15;82;327143
NLD;BOG;10;54;217031
NLD;BOG;60;579;2309949
NLD;BOG;50;250;1000579
NLD;BOG;148;991;3956676
NLD;BOG;25;146;582474
NLD;BOG;25;214;853763
NLD;BOG;4158;22453;89810779
NLD;BOG;30;190;760009
NLD;BOG;40;227;906625
NLD;BOG;111;68893;271095859
NLD;BOG;5379;53;210610
NLD;BOG;5500;990;3916321
NLD;BOG;31660;5525;21900610
NLD;BOG;93180;17031;67587674
NLD;BOG;18;30;121076
NLD;BOG;460;3855;14734652
NLD;BOG;100;2;7830
NLD;BOG;880;3334;13308427
NLD;BOG;3600;540;2136650
NLD;BOG;95940;15304;60503104
NLD;BOG;2088;2240;8613912
NLD;BOG;60;28;110875
NLD;BOG;2588;10819;43273216
NLD;BOG;7900;687;2702869
NLD;BOG;22700;3173;12529189
NLD;BOG;1750;466;1854102
NLD;BOG;7000;1666;6628707
NLD;BOG;31150;7476;28573645
NLD;BOG;102;178;682541
NLD;BOG;14750;2380;9518643
NLD;BOG;2120;716;2812324
NLD;BOG;1760;9582;38241889
NLD;BOG;263000;45379;179591929
NLD;BOG;491470;84823;336144742
NLD;BOG;200;48;191191
NLD;BOG;8000;2232;8890390
NLD;BOG;80;13;54715
NLD;BOG;266310;86515;341545575
NLD;BOG;23550;3829;15272059
NLD;BOG;201225;34422;136836486
NLD;BOG;1620;527;2087744
NLD;BOG;1701;9185;36740773
NLD;BOG;640;85;345030
NLD;BOG;11050;2652;10267085
NLD;BOG;20;25;99883
NLD;BOG;4000;992;3957633
NLD;BOG;6710;3644;14330751
NLD;BOG;740;5772;23027682
NLD;BOG;32950;8024;32106877
NLD;BOG;336670;52757;212624684
NLD;BOG;1634055;247824;998486889
NLD;BOG;6400;832;3365623
NLD;BOG;290650;78398;310789236
NLD;BOG;122100;21082;83056765
NLD;BOG;14400;1843;7372634
NLD;BOG;78000;8112;32447269
NLD;BOG;300;61;246220
NLD;BOG;2000;476;1903957
NLD;BOG;6430;1607;6355076
NLD;BOG;192;556;2199909
NLD;BOG;7890;1183;4676466
NLD;BOG;1000;370;1460959
NLD;BOG;2650;874;3452998
NLD;BOG;1392;4918;19418919
NLD;BOG;6160;924;3648450
NLD;BOG;168;159;627641
NLD;BOG;70;447;1786201
NLD;BOG;1535;9670;38580943
NLD;BOG;66310;10619;42027397
NLD;BOG;424830;69138;273575682
NLD;BOG;380;114;454079
NLD;BOG;9400;2828;11264348
NLD;BOG;19040;3579;14314759
NLD;BOG;16560;12744;50320193
NLD;BOG;80733;24872;98009647
NLD;BOG;2000;338;1351496
NLD;BOG;271950;44182;175134237
NLD;BOG;4;47;185982
NLD;BOG;15498;80794;323169128
NLD;BOG;600;93;370432
NLD;BOG;11152;4338;17106835
NLD;BOG;462955;86592;344126907
NLD;BOG;21415;3840;15319872
NLD;BOG;251960;47346;189191244
NLD;BOG;372;10882;43513185
NLD;BOG;24;480;1879406
NLD;BOG;1;22;86139
NLD;BOG;27;880;3445578
NLD;BOG;39;1347;5274084
PAN;BOG;315;798;3179229
PAN;BOG;161;977;3868524
PAN;BOG;6;57;226326
PAN;BOG;33;376;1487741
PAN;BOG;5610;3509;14120260
PAN;BOG;10836;5617;22158275
PAN;BOG;9330;6515;25779874
PAN;BOG;17700;11928;46826623
PAN;BOG;881;974;3886420
PAN;BOG;76720;14156;55429959
PAN;BOG;4200;1058;4144091
PAN;BOG;27160;4541;17782316
PAN;BOG;66880;10075;39282042
PAN;BOG;730;175;669623
PAN;BOG;5500;990;3917192
PAN;BOG;1500;180;687969
PAN;BOG;900;306;1228594
PAN;BOG;18015;11869;47238521
PAN;BOG;5960;2617;10400715
PAN;BOG;171;1627;6417701
PAN;BOG;1;11000;43993730
PAN;BOG;6865;4060;16171538
PAN;BOG;24810;17312;69223364
PAN;BOG;540000;18910;75309075
PAN;BOG;7;410;1616642
PAN;BOG;1360;560;2202250
PAN;BOG;238;7833;31322727
PAN;BOG;270;8874;35486456
PAN;BOG;1131;34671;138633059
PAN;BOG;325;11358;45416196
PAN;BOG;24872;6757;26262397
PAN;BOG;2;57;229000
PAN;BOG;200;250;997387
PAN;BOG;8;256;1021324
PAN;BOG;0;1440;5735736
PAN;BOG;2;388;1554860
PAN;BOG;600;390;1555924
PAN;BOG;104;1336;5321807
PAN;BOG;4227;4349;17324232
PAN;BOG;3330;413;1646833
PAN;BOG;2690;1921;7654419
PAN;BOG;49;62;250546
PAN;BOG;11;190;756798
PAN;BOG;173;3861;15406445
PAN;BOG;16200;26347;104947239
PAN;BOG;12;346;1383575
PAN;BOG;6;189;756418
PAN;BOG;15;615;2453573
PAN;BOG;4;280;1120265
PAN;BOG;8;505;2017116
PAN;BOG;19;383;1531269
PAN;BOG;9;529;2111269
PAN;BOG;14;572;2284416
PAN;BOG;28;688;2745368
PAN;BOG;14;516;2061001
PAN;BOG;19;505;2015121
PAN;BOG;6;60;239373
PAN;BOG;2;29;118090
PAN;BOG;2;39;158784
PAN;BOG;2;20;79791
PAN;BOG;5;5;19947
PAN;BOG;1;1;3989
PAN;BOG;647;10412;39798395
PAN;BOG;1850;1707;6756167
PAN;BOG;9000;594;2350315
PAN;BOG;1228;23287;92547928
PAN;BOG;298;8487;33571281
PAN;BOG;63;7203;28495153
PAN;BOG;475;79912;317007128
PAN;BOG;378;51066;203448370
PAN;BOG;78;12271;48922241
PAN;BOG;8;372;1458497
PAN;BOG;90;1291;5144238
PAN;BOG;19850;17110;66243219
PAN;BOG;2000;500;1999255
PAN;BOG;305;2062;8246926
PAN;BOG;50;100;398315
PAN;BOG;54;180;716967
PAN;BOG;20;60;238989
PAN;BOG;210;11682;44915070
PAN;BOG;11;373;1468822
PAN;BOG;341;6395;25151901
PAN;BOG;36;4700;18796195
PAN;BOG;3;154;608371
PAN;BOG;96;9558;37442201
PAN;BOG;357;1893;7446595
PAN;BOG;924;36890;145687726
PAN;BOG;384;9639;38390993
PAN;BOG;152;5614;22080863
PAN;BOG;19;2240;8861171
PAN;BOG;521;16353;65411048
PAN;BOG;123;2285;9139874
PAN;BOG;24;723;2893014
PAN;BOG;412;5497;21988225
PAN;BOG;50;260;1035619
PAN;BOG;372;8357;33416027
PAN;BOG;865414;43335;171739263
PAN;BOG;19300;1906;7591883
PAN;BOG;17200;1376;5480814
PAN;BOG;100;10;39831
PAN;BOG;1496;1160;4621250
PAN;BOG;1817;1264;4832944
PAN;BOG;91;5413;21394220
PAN;BOG;600;150;576721
PAN;BOG;200;1364;5354735
PAN;BOG;2150;1298;4992485
PAN;BOG;52;364;1425216
PAN;BOG;2267;2012;7790944
PAN;BOG;4810;99717;394045817
PAN;BOG;500;15238;59924806
PAN;BOG;1500;5820;22980502
PAN;BOG;380;11771;46324715
PAN;BOG;64;1511;5931838
PAN;BOG;615;32700;125725287
PAN;BOG;189;8156;32486571
PAN;BOG;1298;3068;12116094
PAN;BOG;3828;3930;15111026
PAN;BOG;66;739;2893816
PAN;BOG;70;865;3390370
PAN;BOG;144;1425;5581837
PAN;BOG;5;15650;60171276
PAN;BOG;90;3729;14852415
PAN;BOG;162;5280;21029551
PAN;BOG;894;27778;108764419
PAN;BOG;654;13109;50751573
PAN;BOG;30;20000;76896200
PAN;BOG;280;9064;36255344
PAN;BOG;9;10189;40584315
PAN;BOG;2;1143;4564768
PAN;BOG;1;500;1962885
PAN;BOG;12;304;1225791
PAN;BOG;5360;18424;72328975
PAN;BOG;4224;53328;212537712
PAN;BOG;6;248;998882
PAN;BOG;43;10300;41442402
PAN;BOG;6;6;26794
PAN;BOG;90;105948;417759691
PAN;BOG;5;1330;5246792
PAN;BOG;162;1444;5764540
PAN;BOG;142;2310;9215860
PAN;BOG;95;2946;11617743
PAN;BOG;180;2104;8298343
PAN;BOG;5;100;395676
PAN;BOG;15;15;59351
PAN;BOG;90;500;1962885
PAN;BOG;40;80;316540
PAN;BOG;5;80;316540
PAN;BOG;1;2;7913
PAN;BOG;2;4;15827
PAN;BOG;3;15;59351
PAN;BOG;4;20;79135
PAN;BOG;150;1125;4424163
PAN;BOG;25;2976;11443346
PAN;BOG;10;958;3684481
PAN;BOG;7;491;1891492
PAN;BOG;3;26;100926
PAN;BOG;350;553;2208952
PAN;BOG;2324;1683;6623246
PAN;BOG;500;40;153792
PAN;BOG;240;366;1463056
PAN;BOG;24;95;381208
PAN;BOG;55;28;107846
PAN;BOG;1818;1176;4523457
PAN;BOG;2;91;349877
PAN;BOG;4000;720;2873433
PAN;BOG;7947;111228;425121729
PAN;BOG;520;5761;22151296
PAN;BOG;50;2604;9954223
PAN;BOG;187;33419;127730999
PAN;BOG;80;3594;13738549
PAN;BOG;202;15774;60289016
PAN;BOG;28;379;1513397
PAN;BOG;8;96;384174
PAN;BOG;6;99;396363
PAN;BOG;10;256;1021279
PAN;BOG;5;87;348445
PAN;BOG;8;120;480367
PAN;BOG;18;256;1021040
PAN;BOG;19;215;858727
PAN;BOG;19;10391;41388911
PAN;BOG;1236;4726;18897278
PAN;BOG;12;348;1392761
PAN;BOG;14;122;486262
PAN;BOG;3;49;198201
PAN;BOG;5;105;420620
PAN;BOG;4;72;288300
PAN;BOG;9;122;486462
PAN;BOG;48;1517;5984100
PAN;BOG;30;445;1757802
PAN;BOG;5;115;455222
PAN;BOG;38;739;2906184
PAN;BOG;22;1455;5723098
PAN;BOG;98;3836;15088089
PAN;BOG;34;7700;30151630
PAN;BOG;2;27313;108776730
PAN;BOG;9;22458;89455693
PAN;BOG;50;5218;20432005
PAN;BOG;5;16000;62646880
PAN;BOG;1;43500;173267025
PAN;BOG;10861;35284;141086625
PAN;BOG;335;693;2770967
PAN;BOG;15780;2367;9292297
PAN;BOG;400;72;286786
PAN;BOG;7250;1094;4360553
PAN;BOG;775;233;932652
PAN;BOG;10000;1716;6643408
PAN;BOG;3120;993;3973833
PAN;BOG;37080;13899;54804292
PAN;BOG;11764;38156;152570346
PAN;BOG;966;1161;4611004
PAN;BOG;8838;2819;11216805
PAN;BOG;11;6930;27603229
PAN;BOG;40;11;44604
PAN;BOG;43050;9737;38826155
PAN;BOG;19500;2380;9475775
PAN;BOG;2960;6220;24879440
PAN;BOG;30096;14315;56373810
PAN;BOG;8500;1020;4078480
PAN;BOG;80;699;2794958
PAN;BOG;2000;5000;19742700
PAN;BOG;6500;325;1242166
PAN;BOG;3;5880;23217415
PAN;BOG;2;6830;26968528
PAN;BOG;18000;3360;13438084
PAN;BOG;1600;288;1151974
PAN;BOG;13680;1368;5471220
PAN;BOG;73;720;2751876
PAN;BOG;1790;19830;75793468
PAN;BOG;608;23494;89798300
PAN;BOG;142;23522;89904018
PAN;BOG;83;9655;36904377
PAN;BOG;267;18703;71486514
PAN;BOG;779;87400;334047169
PAN;BOG;2600;24386;95481675
PAN;BOG;19850;17110;68839939
PAN;BOG;28;337;1319578
PAN;BOG;82;1089;4312086
PAN;BOG;11;115;453837
PAN;BOG;24;144;579624
PAN;BOG;31;257;1015468
PAN;BOG;11;166;664712
PAN;BOG;7;158;618951
PAN;BOG;15;298;1194714
PAN;BOG;16;319;1256506
PAN;BOG;51;817;3233475
PAN;BOG;15;253;999855
PAN;BOG;76;1073;4259378
PAN;BOG;82975;20608;82466076
PAN;BOG;37500;5568;22177546
PAN;BOG;33832;5751;22997190
PAN;BOG;1340;3336;13342628
PAN;BOG;553;957;3827373
PAN;BOG;2756;2801;11151233
PAN;BOG;27;458;1773201
PAN;BOG;63;1061;4110318
PAN;BOG;32;549;2126393
PAN;BOG;10;184;713701
PAN;BOG;121;2038;7890363
PAN;BOG;28;1508;5765791
PAN;BOG;27;1586;6063873
PAN;BOG;4;82;318155
PAN;BOG;36;448;1737506
PAN;BOG;90;2720;10459959
PAN;BOG;16;1315;5029053
PAN;BOG;32;2604;10241919
PAN;BOG;726;23649;93716349
PAN;BOG;1822;53467;209349428
PAN;BOG;217;26000;99373300
PAN;BOG;46;1001;3937151
PAN;BOG;159;9596;38068506
PAN;BOG;113;4940;19342224
PAN;BOG;70;9065;34648106
PAN;BOG;1136;22568;88210655
PAN;BOG;563;9744;38155278
PAN;BOG;5048;193875;771578982
PAN;BOG;1820;47155;185579633
PAN;BOG;3379;114702;447845475
PAN;BOG;112;3301;12928671
PAN;BOG;231;1800;7066386
PAN;BOG;51;5931;23627249
PAN;BOG;48;4144;16506213
PAN;BOG;63;1114;4439260
PAN;BOG;10;735;2929128
PAN;BOG;18;1833;7305017
PAN;BOG;508;18438;72475233
PAN;BOG;274;315;1254692
PAN;BOG;83;1541;6063031
PAN;BOG;1161;8861;35295409
PAN;BOG;22;667;2574345
PAN;BOG;436;5774;22791561
PAN;BOG;135;2772;10854511
PAN;BOG;914;11505;45178494
PAN;BOG;690;10475;40294490
PAN;BOG;641;12897;50500628
PAN;BOG;118;3340;13079728
PAN;BOG;13;100;391543
PAN;BOG;344;1734;6716152
PAN;BOG;16816;187;753949
PAN;BOG;1395;892;3571119
PAN;BOG;153990;19102;76383496
PAN;BOG;251;185;742683
PAN;BOG;23776;4108;16530565
PAN;BOG;252;728;2904526
PAN;BOG;15;91;359162
PAN;BOG;2515;6520;25495095
PAN;BOG;213;31409;121601779
PAN;BOG;1001;960;3762571
PAN;BOG;4635;5435;21280557
PAN;BOG;5;75;295536
PAN;BOG;16;8;30971
PAN;BOG;102;289;1158693
PAN;BOG;749;4986;19945831
PAN;BOG;3897;2235;8788963
PAN;BOG;607;3120;12418491
PAN;BOG;2361;280;1120846
PAN;BOG;6;45;179483
PAN;BOG;31;243;975047
PAN;BOG;694;136;529614
PAN;BOG;877;330;1321707
PAN;BOG;5325;2742;10813286
PAN;BOG;747;1492;5940345
PAN;BOG;7;0;548
PAN;BOG;18;86;342949
PAN;BOG;160;1979;7962737
PAN;BOG;12565;107770;429260873
PAN;BOG;2250;4072;16472338
PAN;BOG;21;200;776225
PAN;BOG;18;1;3915
PAN;BOG;5;5;19357
PAN;BOG;8;133;531961
PAN;BOG;36;448;1761375
PAN;BOG;40;442;1739131
PAN;BOG;123;794;3117956
PAN;BOG;24;235;924950
PAN;BOG;8;192;754816
PAN;BOG;150;1980;7888575
PAN;BOG;16;314;1257331
PAN;BOG;24;372;1462310
PAN;BOG;60;483;1896146
PAN;BOG;24;356;1400636
PAN;BOG;96;1211;4756894
PAN;BOG;36;636;2545251
PAN;BOG;156;1662;6522958
PAN;BOG;143;4070;16212359
PAN;BOG;662;8635;33900712
PAN;BOG;91;1042;4093086
PAN;BOG;20;746;2985647
PAN;BOG;354;509;1995929
PAN;BOG;1111;2644;10572780
PAN;BOG;42;223;895419
PAN;BOG;501;951;3806181
PAN;BOG;9;8408;33024909
PAN;BOG;20;352;1356448
PAN;BOG;95;19026;73152804
PAN;BOG;84;2237;8660975
PAN;BOG;2;212;848620
PAN;BOG;12;291;1163834
PAN;BOG;3;1932;7564610
PAN;BOG;18;336;1301194
PAN;BOG;301;836;3347044
PAN;BOG;1;924;3577219
PAN;BOG;1;742;2874551
PAN;BOG;1;1801;6975578
PAN;BOG;24;594;2302622
PAN;BOG;1;1895;7624626
PAN;BOG;1;100;391543
PAN;BOG;2;6674;26811171
PAN;BOG;1;2702;10463367
PAN;BOG;20;991;3840013
PAN;BOG;3;197;764572
PAN;BOG;24;1139;4409581
PAN;BOG;260;4882;18900767
PAN;BOG;180;496;1921749
PAN;BOG;3;300;1174629
PAN;BOG;130;899;3482795
PAN;BOG;102;31;126477
PAN;BOG;4;200;783086
PAN;BOG;321;2009;8033406
PAN;BOG;300;4620;18280231
PAN;BOG;16;78;315155
PAN;BOG;9;6537;26144913
PAN;BOG;1;1360;5265172
PAN;BOG;518;524;2085167
PAN;BOG;1;2332;9028221
PAN;BOG;85;632;2449272
PAN;BOG;350;5563;21389639
PAN;BOG;1;2544;10133471
PAN;BOG;3;55334;220470915
PAN;BOG;2;1850;7372292
PAN;BOG;2;101;404300
PAN;BOG;1;1320;5182016
PAN;BOG;1;15500;60849435
PAN;BOG;103;5545;22180558
PAN;BOG;151;108;434870
PAN;BOG;150;742;2958604
PAN;BOG;7718;8929;35457439
PAN;BOG;101;413;1651744
PAN;BOG;301;454;1817999
PAN;BOG;108;193;771456
PAN;BOG;3;900;3599919
PAN;BOG;2;7770;30680155
PAN;BOG;3;5462;21607016
PAN;BOG;1;32571;128091849
PAN;BOG;575;29111;111267137
PAN;BOG;22;4;18455
PAN;BOG;96;14;55365
PAN;BOG;159;2;10765
PAN;BOG;8;80;307584
PAN;BOG;45;22;89606
PAN;BOG;1000;200;768962
PAN;BOG;75;90;357704
PAN;BOG;50;240;965570
PAN;BOG;220;40;158979
PAN;BOG;224;248;973590
PAN;BOG;40;875;3520308
PAN;BOG;1;100;392577
PAN;BOG;3;15000;59351400
PAN;BOG;30;48;188764
PAN;BOG;782;1961;7715033
PAN;BOG;355;723;2843970
PAN;BOG;78;146;574158
PAN;BOG;29;54;213264
PAN;BOG;17;262;1032737
PAN;BOG;78;629;2474031
PAN;BOG;142;1677;6598453
PAN;BOG;11500;4370;17110429
PAN;BOG;500;50;195771
PAN;BOG;9;16;64415
PAN;BOG;120;791;3111071
PAN;BOG;125;5027;19771096
PAN;BOG;428;1112;4451419
PAN;BOG;46;91;365991
PAN;BOG;3;6;24399
PAN;BOG;1369;2761;11047191
PAN;BOG;25;50;203755
PAN;BOG;15;30;121997
PAN;BOG;3;6;25519
PAN;BOG;3;7;28079
PAN;BOG;13;197;788782
PAN;BOG;16;169;678384
PAN;BOG;12;102;410390
PAN;BOG;0;2;11152
PAN;BOG;0;35;139410
PAN;BOG;3;48;193501
PAN;BOG;336;3083;11784908
PAN;BOG;1;2141;8419675
PAN;BOG;3600;864;3302251
PAN;BOG;30;38;147913
PAN;BOG;30;50;193777
PAN;BOG;180;285;1089284
PAN;BOG;20;45;175049
PAN;BOG;20;71;274423
PAN;BOG;30;56;215563
PAN;BOG;500;70;267543
PAN;BOG;24;45;173368
PAN;BOG;25;285;1089284
PAN;BOG;418;28479;113529749
PAN;BOG;480;35033;139545278
PAN;BOG;138;13548;54174212
PAN;BOG;33;4780;19040253
PAN;BOG;763;77047;306795834
PAN;BOG;1200;276;1083282
PAN;BOG;2215;1466;5741312
PAN;BOG;1998;3776;15068450
PAN;BOG;600;4980;19663729
PAN;BOG;2111;14477;57440397
PAN;BOG;72;1577;6178156
PAN;BOG;382;4106;16078321
PAN;BOG;133;10572;41395492
PAN;BOG;300;1158;4630274
PAN;BOG;333;919;3674670
PAN;BOG;22200;4218;16685901
PAN;BOG;3760;1729;6842090
PAN;BOG;61;345;1367152
PAN;BOG;20035;9235;36927239
PAN;BOG;8425;1364;5454967
PAN;BOG;1;41;162048
PAN;BOG;5;10;42723
PAN;BOG;5;1256;4962525
PAN;BOG;1;169;668961
PAN;BOG;1;139;550505
PAN;BOG;7865;3081;12192162
PAN;BOG;399;74;296282
PAN;BOG;703;170;676408
PAN;BOG;1215;220;871436
PAN;BOG;413;125;496296
PAN;BOG;180;176;699159
PAN;BOG;121;35;138486
PAN;BOG;117;27;110433
PAN;BOG;375;67;266052
PAN;BOG;81;70;279505
PAN;BOG;672;240;953064
PAN;BOG;12;54;214416
PAN;BOG;1600;272;1075999
PAN;BOG;11970;2154;8523339
PAN;BOG;2100;609;2409130
PAN;BOG;4200;874;3383647
PAN;BOG;645;4150;16292023
PAN;BOG;14;508;2024316
PAN;BOG;8;255;1015862
PAN;BOG;199;2846;11338872
PAN;BOG;348;1139;4536927
PAN;BOG;35;208;830566
PAN;BOG;1;39;158250
PAN;BOG;24;345;1376058
PAN;BOG;65350;5752;22782677
PAN;BOG;174940;16158;64006646
PAN;BOG;105585;11202;44458415
PAN;BOG;25466;21100;83754145
PAN;BOG;25140;4608;18260394
PAN;BOG;720;171;676621
PAN;BOG;129770;29729;118031433
PAN;BOG;59816;8604;33846014
PAN;BOG;14012;10841;42904166
PAN;BOG;110;316;1239063
PAN;BOG;34088;9215;36920429
PAN;BOG;50210;11663;46625208
PAN;BOG;32400;4850;19167281
PAN;BOG;9000;1978;7819109
PAN;BOG;302;128;500877
PAN;BOG;10556;4506;17814374
PAN;BOG;1009;9388;37397755
PAN;BOG;3;44;176214
